date,DC power:kWh,direct_rad:W,diffuse_rad:W,global_rad:W,clear_sky_rad:W,sunshine_duration_24h:p,uv:idx,sun_azimuth:d,sun_elevation:d
11.01.25 12:35,,177,148.1,325.2,316.5,55,1,195,19.7
11.01.25 12:40,,184.8,139.1,323.9,311.7,56,1,196.2,19.5
11.01.25 12:45,,188,130.8,318.8,306.6,56,1,197.4,19.2
11.01.25 12:50,,190.8,122.6,313.4,301.2,56,1,198.6,19
11.01.25 12:55,,193.1,114.4,307.5,295.4,57,1,199.8,18.7
11.01.25 13:00,,195,106.3,301.3,289.2,57,1,201,18.4
11.01.25 13:05,,193.4,101.7,295,282.7,59,1,202.2,18.1
11.01.25 13:10,,191.4,97.1,288.4,275.9,60,1,203.4,17.8
11.01.25 13:15,,189,92.4,281.5,268.8,62,1,204.5,17.4
11.01.25 13:20,,186.3,87.8,274.2,261.4,63,1,205.7,17.1
11.01.25 13:25,,185.8,81.9,267.7,253.7,64,1,206.8,16.7
11.01.25 13:30,,184.8,76.1,260.9,245.7,65,1,208,16.3
11.01.25 13:35,,183.4,70.3,253.7,237.4,66,1,209.1,15.9
11.01.25 13:40,,181.4,64.6,246,228.9,67,1,210.2,15.5
11.01.25 13:45,,175.8,61.6,237.4,220.1,67,0,211.3,15.1
11.01.25 13:50,,169.9,58.6,228.4,211,68,0,212.4,14.6
11.01.25 13:55,,163.7,55.5,219.1,201.8,68,0,213.5,14.2
11.01.25 14:00,,157.2,52.4,209.6,192.3,68,0,214.6,13.7
11.01.25 14:05,,150,50,200,182.7,70,0,215.7,13.2
11.01.25 14:10,,142.6,47.5,190.1,172.9,72,0,216.8,12.7
11.01.25 14:15,,135,45,180,162.9,73,0,217.9,12.2
11.01.25 14:20,,127.2,42.4,169.6,152.9,75,0,218.9,11.7
11.01.25 14:25,,119.4,39.8,159.2,142.7,76,0,220,11.1
11.01.25 14:30,,111.5,37.2,148.7,132.5,77,0,221,10.6
11.01.25 14:35,,103.5,34.5,137.9,122.3,78,0,222,10
11.01.25 14:40,,95.3,31.8,127.1,112.1,78,0,223.1,9.5
11.01.25 14:45,,87.2,29.1,116.3,102,79,0,224.1,8.9
11.01.25 14:50,,79,26.3,105.4,92,79,0,225.1,8.3
11.01.25 14:55,,71,23.7,94.6,82.3,80,0,226.1,7.7
11.01.25 15:00,,63,21,84,72.7,80,0,227.1,7.1
11.01.25 15:05,,54.5,18.2,72.7,63.5,81,0,228.1,6.5
11.01.25 15:10,,46.5,15.5,62,54.8,83,0,229,5.8
11.01.25 15:15,,39,13,52,46.5,84,0,230,5.2
11.01.25 15:20,,32.2,10.7,42.9,38.8,86,0,231,4.6
11.01.25 15:25,,23.7,7.9,31.6,31.9,87,0,231.9,3.9
11.01.25 15:30,,0,5.6,5.6,25.6,88,0,232.9,3.3
11.01.25 15:35,,0,3.8,3.8,20,89,0,233.8,2.6
11.01.25 15:40,,0,2.3,2.3,14.9,90,0,234.8,2
11.01.25 15:45,,0,1.8,1.8,10.1,90,0,235.7,1.4
11.01.25 15:50,,0,1.2,1.2,5.5,91,0,236.6,0.7
11.01.25 15:55,,0,0.6,0.6,1,91,0,237.5,0.1
11.01.25 16:00,,0,0,0,0,91,0,238.4,-1.1
11.01.25 16:05,,0,0,0,0,91,0,239.3,-1.9
11.01.25 16:10,,0,0,0,0,92,0,240.2,-2.6
11.01.25 16:15,,0,0,0,0,92,0,241.1,-3.3
11.01.25 16:20,,0,0,0,0,93,0,242,-4.1
11.01.25 16:25,,0,0,0,0,93,0,242.9,-4.8
11.01.25 16:30,,0,0,0,0,93,0,243.8,-5.6
11.01.25 16:35,,0,0,0,0,93,0,244.7,-6.3
11.01.25 16:40,,0,0,0,0,93,0,245.6,-7.1
11.01.25 16:45,,0,0,0,0,92,0,246.4,-7.9
11.01.25 16:50,,0,0,0,0,92,0,247.3,-8.7
11.01.25 16:55,,0,0,0,0,91,0,248.2,-9.5
11.01.25 17:00,,0,0,0,0,91,0,249,-10.2
11.01.25 17:05,,0,0,0,0,91,0,249.9,-11
11.01.25 17:10,,0,0,0,0,92,0,250.8,-11.8
11.01.25 17:15,,0,0,0,0,92,0,251.6,-12.6
11.01.25 17:20,,0,0,0,0,93,0,252.5,-13.4
11.01.25 17:25,,0,0,0,0,93,0,253.3,-14.3
11.01.25 17:30,,0,0,0,0,93,0,254.2,-15.1
11.01.25 17:35,,0,0,0,0,93,0,255,-15.9
11.01.25 17:40,,0,0,0,0,93,0,255.9,-16.7
11.01.25 17:45,,0,0,0,0,92,0,256.8,-17.5
11.01.25 17:50,,0,0,0,0,92,0,257.6,-18.4
11.01.25 17:55,,0,0,0,0,91,0,258.5,-19.2
11.01.25 18:00,,0,0,0,0,91,0,259.3,-20
11.01.25 18:05,,0,0,0,0,91,0,260.2,-20.8
11.01.25 18:10,,0,0,0,0,92,0,261.1,-21.7
11.01.25 18:15,,0,0,0,0,92,0,261.9,-22.5
11.01.25 18:20,,0,0,0,0,93,0,262.8,-23.4
11.01.25 18:25,,0,0,0,0,93,0,263.7,-24.2
11.01.25 18:30,,0,0,0,0,93,0,264.6,-25
11.01.25 18:35,,0,0,0,0,93,0,265.4,-25.9
11.01.25 18:40,,0,0,0,0,93,0,266.3,-26.7
11.01.25 18:45,,0,0,0,0,92,0,267.2,-27.6
11.01.25 18:50,,0,0,0,0,92,0,268.1,-28.4
11.01.25 18:55,,0,0,0,0,91,0,269,-29.3
11.01.25 19:00,,0,0,0,0,91,0,269.9,-30.1
11.01.25 19:05,,0,0,0,0,91,0,270.9,-31
11.01.25 19:10,,0,0,0,0,92,0,271.8,-31.8
11.01.25 19:15,,0,0,0,0,92,0,272.7,-32.7
11.01.25 19:20,,0,0,0,0,93,0,273.7,-33.5
11.01.25 19:25,,0,0,0,0,93,0,274.6,-34.4
11.01.25 19:30,,0,0,0,0,93,0,275.6,-35.2
11.01.25 19:35,,0,0,0,0,93,0,276.6,-36
11.01.25 19:40,,0,0,0,0,93,0,277.6,-36.9
11.01.25 19:45,,0,0,0,0,92,0,278.6,-37.7
11.01.25 19:50,,0,0,0,0,92,0,279.6,-38.6
11.01.25 19:55,,0,0,0,0,91,0,280.7,-39.4
11.01.25 20:00,,0,0,0,0,91,0,281.7,-40.2
11.01.25 20:05,,0,0,0,0,91,0,282.8,-41.1
11.01.25 20:10,,0,0,0,0,92,0,283.9,-41.9
11.01.25 20:15,,0,0,0,0,92,0,285,-42.7
11.01.25 20:20,,0,0,0,0,93,0,286.1,-43.5
11.01.25 20:25,,0,0,0,0,93,0,287.3,-44.3
11.01.25 20:30,,0,0,0,0,93,0,288.4,-45.1
11.01.25 20:35,,0,0,0,0,93,0,289.6,-45.9
11.01.25 20:40,,0,0,0,0,93,0,290.9,-46.7
11.01.25 20:45,,0,0,0,0,92,0,292.1,-47.5
11.01.25 20:50,,0,0,0,0,92,0,293.4,-48.3
11.01.25 20:55,,0,0,0,0,91,0,294.7,-49.1
11.01.25 21:00,,0,0,0,0,91,0,296.1,-49.8
11.01.25 21:05,,0,0,0,0,91,0,297.4,-50.6
11.01.25 21:10,,0,0,0,0,92,0,298.9,-51.4
11.01.25 21:15,,0,0,0,0,92,0,300.3,-52.1
11.01.25 21:20,,0,0,0,0,93,0,301.8,-52.8
11.01.25 21:25,,0,0,0,0,93,0,303.3,-53.5
11.01.25 21:30,,0,0,0,0,93,0,304.9,-54.2
11.01.25 21:35,,0,0,0,0,93,0,306.5,-54.9
11.01.25 21:40,,0,0,0,0,93,0,308.2,-55.6
11.01.25 21:45,,0,0,0,0,92,0,309.9,-56.3
11.01.25 21:50,,0,0,0,0,92,0,311.6,-56.9
11.01.25 21:55,,0,0,0,0,91,0,313.4,-57.5
11.01.25 22:00,,0,0,0,0,91,0,315.3,-58.1
11.01.25 22:05,,0,0,0,0,91,0,317.2,-58.7
11.01.25 22:10,,0,0,0,0,92,0,319.2,-59.3
11.01.25 22:15,,0,0,0,0,92,0,321.2,-59.8
11.01.25 22:20,,0,0,0,0,93,0,323.3,-60.3
11.01.25 22:25,,0,0,0,0,93,0,325.4,-60.8
11.01.25 22:30,,0,0,0,0,93,0,327.6,-61.3
11.01.25 22:35,,0,0,0,0,93,0,329.9,-61.7
11.01.25 22:40,,0,0,0,0,93,0,332.2,-62.1
11.01.25 22:45,,0,0,0,0,92,0,334.6,-62.5
11.01.25 22:50,,0,0,0,0,92,0,337,-62.9
11.01.25 22:55,,0,0,0,0,91,0,339.4,-63.2
11.01.25 23:00,,0,0,0,0,91,0,342,-63.5
11.01.25 23:05,,0,0,0,0,91,0,344.5,-63.7
11.01.25 23:10,,0,0,0,0,92,0,347.1,-63.9
11.01.25 23:15,,0,0,0,0,92,0,349.7,-64.1
11.01.25 23:20,,0,0,0,0,93,0,352.4,-64.2
11.01.25 23:25,,0,0,0,0,93,0,355,-64.3
11.01.25 23:30,,0,0,0,0,93,0,357.7,-64.4
11.01.25 23:35,,0,0,0,0,93,0,0.4,-64.4
11.01.25 23:40,,0,0,0,0,93,0,3.1,-64.4
11.01.25 23:45,,0,0,0,0,92,0,5.8,-64.3
11.01.25 23:50,,0,0,0,0,92,0,8.4,-64.2
11.01.25 23:55,,0,0,0,0,91,0,11.1,-64
12.01.25 00:00,,0,0,0,0,91,0,13.7,-63.9
